STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,WND_direction_angle,WND_direction_quality_code,WND_type_code,WND_speed_rate,WND_speed_quality_code,CIG_ceiling_height,CIG_ceiling_quality_code,CIG_ceiling_determination_code,CIG_cavok_code,VIS_distance,VIS_distance_quality_code,VIS_variability_code,VIS_variability_quality_code,TMP_air_temperature,TMP_air_temperature_quality_code,DEW_dew_point,DEW_dew_point_quality_code,SLP_sea_level_pressure,SLP_sea_level_pressure_quality_code,TORNADO_OCCURRENCE,TORNADO_BEGIN_DATE_TIME
72354099999,35.417,-97.383,397.0,2000-01-01 00:00:00,180,1,N,31,1,22000,1,9,N,11265,1,N,1,120,1,30,1,10160,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 01:00:00,180,1,N,36,1,22000,1,9,N,11265,1,N,1,100,1,30,1,10156,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 02:00:00,170,1,N,36,1,22000,1,9,N,11265,1,N,1,90,1,30,1,10158,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 03:00:00,170,1,N,46,1,22000,1,9,N,11265,1,N,1,50,1,20,1,10158,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 04:00:00,190,1,N,41,1,22000,1,9,N,11265,1,N,1,60,1,30,1,10157,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 05:00:00,190,1,N,46,1,22000,1,9,N,11265,1,N,1,40,1,20,1,10155,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 06:00:00,200,1,N,36,1,22000,1,9,N,11265,1,N,1,40,1,20,1,10154,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 07:00:00,180,1,N,51,1,22000,1,9,N,11265,1,N,1,50,1,30,1,10146,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 08:00:00,170,1,N,57,1,22000,1,9,N,11265,1,N,1,60,1,40,1,10140,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 09:00:00,170,1,N,62,1,22000,1,9,N,11265,1,N,1,50,1,30,1,10136,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 10:00:00,180,1,N,72,1,22000,1,9,N,11265,1,N,1,60,1,40,1,10133,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 11:00:00,170,1,N,72,1,22000,1,9,N,11265,1,N,1,60,1,40,1,10126,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 12:00:00,170,1,N,77,1,22000,1,9,N,11265,1,N,1,60,1,40,1,10125,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 13:00:00,180,1,N,72,1,22000,1,9,N,11265,1,N,1,70,1,40,1,10129,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 14:00:00,180,1,N,62,1,22000,1,9,N,11265,1,N,1,60,1,40,1,10130,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 15:00:00,180,1,N,67,1,22000,1,9,N,11265,1,N,1,90,1,50,1,10130,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 16:00:00,180,1,N,77,1,22000,1,9,N,11265,1,N,1,120,1,50,1,10125,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 17:00:00,180,1,N,87,1,22000,1,9,N,11265,1,N,1,150,1,50,1,10122,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 18:00:00,190,1,N,113,1,22000,1,9,N,11265,1,N,1,180,1,40,1,10108,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 19:00:00,180,1,N,93,1,22000,1,9,N,11265,1,N,1,190,1,40,1,10092,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 20:00:00,180,1,N,93,1,22000,1,9,N,11265,1,N,1,200,1,50,1,10075,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 21:00:00,180,1,N,108,1,22000,1,9,N,11265,1,N,1,210,1,50,1,10059,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 22:00:00,180,1,N,77,1,7500,1,9,N,11265,1,N,1,200,1,50,1,10059,1,False,
72354099999,35.417,-97.383,397.0,2000-01-01 23:00:00,170,1,N,57,1,7500,1,9,N,11265,1,N,1,190,1,60,1,10058,1,False,
72354099999,35.417,-97.383,397.0,2000-01-02 00:00:00,180,1,N,82,1,7500,1,9,N,11265,1,N,1,170,1,60,1,10051,1,False,
