,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__classifier__max_depth,param_estimator__classifier__max_features,param_estimator__classifier__min_samples_leaf,param_estimator__classifier__min_samples_split,param_estimator__classifier__n_estimators,param_estimator__smote__k_neighbors,param_estimator__smote__sampling_strategy,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score
0,213.70575132966042,181.65139278374812,2.8110144436359406,1.4105114812017694,5,sqrt,300,500,300,7,0.3,"{'estimator__classifier__max_depth': 5, 'estimator__classifier__max_features': 'sqrt', 'estimator__classifier__min_samples_leaf': 300, 'estimator__classifier__min_samples_split': 500, 'estimator__classifier__n_estimators': 300, 'estimator__smote__k_neighbors': 7, 'estimator__smote__sampling_strategy': 0.3}",0.0023271460840493473,0.015907777293050027,0.005058582042151892,0.02253798006483103,0.3006332978711467,0.06685493821592646,0.13239525154343254,0.06061591568172926,0.07579136109953967,0.0941343015751534,9
1,280.847420334816,230.16538449506473,3.9298295974731445,1.997184673982753,5,sqrt,300,500,400,7,0.3,"{'estimator__classifier__max_depth': 5, 'estimator__classifier__max_features': 'sqrt', 'estimator__classifier__min_samples_leaf': 300, 'estimator__classifier__min_samples_split': 500, 'estimator__classifier__n_estimators': 400, 'estimator__smote__k_neighbors': 7, 'estimator__smote__sampling_strategy': 0.3}",0.0025406101952333685,0.015813354480581042,0.005020675337706351,0.022742124147645034,0.33683540371396437,0.06515599679717107,0.13878748947313954,0.06446893261196619,0.08142057334467588,0.10540757431373565,1
2,214.22216519713402,184.507984427376,3.56551194190979,1.766213538316682,5,sqrt,300,1000,300,7,0.3,"{'estimator__classifier__max_depth': 5, 'estimator__classifier__max_features': 'sqrt', 'estimator__classifier__min_samples_leaf': 300, 'estimator__classifier__min_samples_split': 1000, 'estimator__classifier__n_estimators': 300, 'estimator__smote__k_neighbors': 7, 'estimator__smote__sampling_strategy': 0.3}",0.0022545416455295245,0.017657765483697622,0.004636333208058159,0.022030888859446013,0.21896524034703316,0.06868260067202507,0.12789263627742312,0.051459733900326425,0.0641974675491924,0.07028595460155404,12
3,276.6241344511509,229.7228949376137,4.186097055673599,2.668928582668877,5,sqrt,300,1000,400,7,0.3,"{'estimator__classifier__max_depth': 5, 'estimator__classifier__max_features': 'sqrt', 'estimator__classifier__min_samples_leaf': 300, 'estimator__classifier__min_samples_split': 1000, 'estimator__classifier__n_estimators': 400, 'estimator__smote__k_neighbors': 7, 'estimator__smote__sampling_strategy': 0.3}",0.002420624944026511,0.01739626750015643,0.004540540791857817,0.02107122418118261,0.29419033274332496,0.06952727892071639,0.12081263171793202,0.06611438255034092,0.07450916041869221,0.09131605870082381,10
4,218.12275156378746,187.32509436743683,2.832667827606201,1.186341348732531,5,sqrt,300,1500,300,7,0.3,"{'estimator__classifier__max_depth': 5, 'estimator__classifier__max_features': 'sqrt', 'estimator__classifier__min_samples_leaf': 300, 'estimator__classifier__min_samples_split': 1500, 'estimator__classifier__n_estimators': 300, 'estimator__smote__k_neighbors': 7, 'estimator__smote__sampling_strategy': 0.3}",0.002623316517102869,0.01650991225568217,0.004385408713661187,0.020200955431440033,0.3195000287513273,0.0693338518789232,0.14436210914042943,0.05314673684527016,0.07875778994172955,0.10101788156767372,6
5,292.5559548139572,248.1330355959514,3.8349401652812958,1.9099716349515476,5,sqrt,300,1500,400,7,0.3,"{'estimator__classifier__max_depth': 5, 'estimator__classifier__max_features': 'sqrt', 'estimator__classifier__min_samples_leaf': 300, 'estimator__classifier__min_samples_split': 1500, 'estimator__classifier__n_estimators': 400, 'estimator__smote__k_neighbors': 7, 'estimator__smote__sampling_strategy': 0.3}",0.0022380307624505604,0.017367136259869697,0.0044635769040176805,0.021179706042735946,0.30483585683107306,0.06660864323028982,0.12893752549844467,0.0739733846330183,0.07745048252023747,0.09502964656364976,8
6,262.74880343675613,229.14379556801572,3.507975310087204,1.551818410518786,7,sqrt,300,500,300,7,0.3,"{'estimator__classifier__max_depth': 7, 'estimator__classifier__max_features': 'sqrt', 'estimator__classifier__min_samples_leaf': 300, 'estimator__classifier__min_samples_split': 500, 'estimator__classifier__n_estimators': 300, 'estimator__smote__k_neighbors': 7, 'estimator__smote__sampling_strategy': 0.3}",0.002456306110689239,0.017780569626986913,0.004421859967463125,0.02420466583648875,0.3247779111892666,0.0640980407569161,0.1391184586221927,0.0647715838939738,0.08020367450049715,0.10161515610234476,2
7,343.7402212321758,297.60490654361627,4.312407344579697,2.549253369605777,7,sqrt,300,500,400,7,0.3,"{'estimator__classifier__max_depth': 7, 'estimator__classifier__max_features': 'sqrt', 'estimator__classifier__min_samples_leaf': 300, 'estimator__classifier__min_samples_split': 500, 'estimator__classifier__n_estimators': 400, 'estimator__smote__k_neighbors': 7, 'estimator__smote__sampling_strategy': 0.3}",0.0025916324413242336,0.018051095976871687,0.004273869585975734,0.02558815925472947,0.31772183761333445,0.06304494258046797,0.14132319245390623,0.061380982721142424,0.07924696407846903,0.09964099846528583,4
8,254.90992268919945,211.5185426345964,3.4841621220111847,1.7494942267862712,7,sqrt,300,1000,300,7,0.3,"{'estimator__classifier__max_depth': 7, 'estimator__classifier__max_features': 'sqrt', 'estimator__classifier__min_samples_leaf': 300, 'estimator__classifier__min_samples_split': 1000, 'estimator__classifier__n_estimators': 300, 'estimator__smote__k_neighbors': 7, 'estimator__smote__sampling_strategy': 0.3}",0.0022239095792249853,0.017716443246338687,0.003945717833104326,0.022589335545271885,0.3391788375487923,0.06178495897960955,0.13409299509900893,0.0586569208843162,0.08002363983945836,0.10600449998631173,3
9,330.5231114923954,265.1675363282198,3.370836019515991,1.4070024452125172,7,sqrt,300,1000,400,7,0.3,"{'estimator__classifier__max_depth': 7, 'estimator__classifier__max_features': 'sqrt', 'estimator__classifier__min_samples_leaf': 300, 'estimator__classifier__min_samples_split': 1000, 'estimator__classifier__n_estimators': 400, 'estimator__smote__k_neighbors': 7, 'estimator__smote__sampling_strategy': 0.3}",0.0022979277758517643,0.017631361418287087,0.003965087213179834,0.02274914997541555,0.32867418807521886,0.057794820676871674,0.13795094983380862,0.06114988118534151,0.07902667076924687,0.10309243989545096,5
