STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,CIG,DEW,SLP,TMP,VIS,WND
72357003948,35.25,-97.46667,360.3,2016-12-20T19:15:00,"22000,5,9,N","-0050,5","99999,9","+0100,5","016093,5,N,5","190,5,N,0041,5"
72357003948,35.25,-97.46667,360.3,2016-12-20T19:35:00,"22000,5,9,N","-0050,5","99999,9","+0110,5","016093,5,N,5","210,5,N,0031,5"
72357003948,35.25,-97.46667,360.3,2016-12-20T19:55:00,"22000,5,9,N","-0050,C","99999,9","+0110,C","016093,5,N,5","190,5,N,0041,5"
72357003948,35.25,-97.46667,360.3,2016-12-20T20:15:00,"22000,5,9,N","-0050,5","99999,9","+0110,5","016093,5,N,5","190,5,V,0041,5"
72357003948,35.25,-97.46667,360.3,2016-12-20T20:35:00,"22000,5,9,N","-0050,5","99999,9","+0110,5","016093,5,N,5","190,5,N,0041,5"
72357003948,35.25,-97.46667,360.3,2016-12-20T20:55:00,"22000,5,9,N","-0050,C","99999,9","+0120,C","016093,5,N,5","180,5,N,0036,5"
72357003948,35.25,-97.46667,360.3,2016-12-20T21:15:00,"22000,5,9,N","-0040,5","99999,9","+0120,5","016093,5,N,5","190,5,N,0041,5"
72357003948,35.25,-97.46667,360.3,2016-12-20T21:35:00,"22000,5,9,N","-0040,5","99999,9","+0120,5","016093,5,N,5","210,5,N,0031,5"
72357003948,35.25,-97.46667,360.3,2016-12-20T21:55:00,"22000,5,9,N","-0040,C","99999,9","+0120,C","016093,5,N,5","180,5,N,0036,5"
72357003948,35.25,-97.46667,360.3,2016-12-20T22:15:00,"22000,5,9,N","-0040,5","99999,9","+0120,5","016093,5,N,5","210,5,N,0031,5"
72357003948,35.25,-97.46667,360.3,2016-12-20T22:35:00,"22000,5,9,N","-0040,5","99999,9","+0110,5","016093,5,N,5","200,5,N,0031,5"
72357003948,35.25,-97.46667,360.3,2016-12-20T22:55:00,"22000,5,9,N","-0040,C","99999,9","+0100,C","016093,5,N,5","210,5,N,0021,5"
72357003948,35.25,-97.46667,360.3,2016-12-20T23:15:00,"22000,5,9,N","-0050,5","99999,9","+0080,5","016093,5,N,5","200,5,N,0026,5"
72357003948,35.25,-97.46667,360.3,2016-12-20T23:35:00,"22000,5,9,N","-0050,5","99999,9","+0080,5","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-20T23:55:00,"22000,5,9,N","-0050,C","99999,9","+0080,C","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T00:15:00,"22000,5,9,N","-0060,5","99999,9","+0050,5","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T00:35:00,"22000,5,9,N","-0050,5","99999,9","+0060,5","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T00:55:00,"22000,5,9,N","-0060,C","99999,9","+0030,C","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T01:15:00,"22000,5,9,N","-0060,5","99999,9","+0030,5","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T01:35:00,"22000,5,9,N","-0060,5","99999,9","+0020,5","016093,5,N,5","140,5,N,0036,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T01:55:00,"22000,5,9,N","-0060,C","99999,9","+0010,C","016093,5,N,5","160,5,N,0021,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T02:15:00,"22000,5,9,N","-0050,5","99999,9","+0030,5","016093,5,N,5","170,5,N,0026,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T02:35:00,"22000,5,9,N","-0060,5","99999,9","+0020,5","016093,5,N,5","160,5,N,0015,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T02:55:00,"22000,5,9,N","-0060,C","99999,9","+0020,C","016093,5,N,5","160,5,N,0015,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T03:15:00,"22000,5,9,N","-0060,5","99999,9","+0020,5","016093,5,N,5","150,5,N,0026,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T03:35:00,"22000,5,9,N","-0060,5","99999,9","+0020,5","016093,5,N,5","160,5,N,0031,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T03:55:00,"22000,5,9,N","-0050,C","99999,9","+0020,C","016093,5,N,5","160,5,N,0031,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T04:15:00,"22000,5,9,N","-0060,5","99999,9","+0010,5","016093,5,N,5","170,5,N,0031,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T04:35:00,"22000,5,9,N","-0060,5","99999,9","+0010,5","016093,5,N,5","170,5,N,0026,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T04:55:00,"22000,5,9,N","-0060,C","99999,9","+0010,C","016093,5,N,5","170,5,N,0026,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T05:15:00,"22000,5,9,N","-0060,5","99999,9","+0010,5","016093,5,N,5","170,5,N,0026,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T05:35:00,"22000,5,9,N","-0060,5","99999,9","+0010,5","016093,5,N,5","170,5,N,0015,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T05:55:00,"22000,5,9,N","-0060,C","99999,9","+0010,C","016093,5,N,5","180,5,N,0015,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T06:15:00,"22000,5,9,N","-0060,5","99999,9","+0000,5","016093,5,N,5","190,5,N,0021,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T06:35:00,"22000,5,9,N","-0060,5","99999,9","+0000,5","016093,5,N,5","180,5,N,0031,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T06:55:00,"22000,5,9,N","-0060,C","99999,9","-0010,C","016093,5,N,5","180,5,N,0031,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T07:15:00,"22000,5,9,N","-0060,5","99999,9","+0000,5","016093,5,N,5","170,5,N,0015,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T07:35:00,"22000,5,9,N","-0060,5","99999,9","+0000,5","016093,5,N,5","190,5,N,0021,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T07:55:00,"22000,5,9,N","-0060,C","99999,9","+0000,C","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T08:15:00,"22000,5,9,N","-0060,5","99999,9","-0010,5","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T08:35:00,"22000,5,9,N","-0060,5","99999,9","-0010,5","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T08:55:00,"22000,5,9,N","-0070,C","99999,9","-0010,C","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T09:15:00,"22000,5,9,N","-0070,5","99999,9","-0010,5","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T09:35:00,"22000,5,9,N","-0070,5","99999,9","-0030,5","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T09:55:00,"22000,5,9,N","-0060,C","99999,9","-0010,C","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T10:15:00,"22000,5,9,N","-0070,5","99999,9","-0020,5","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T10:35:00,"22000,5,9,N","-0060,5","99999,9","-0030,5","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T10:55:00,"22000,5,9,N","-0060,C","99999,9","-0020,C","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T11:15:00,"22000,5,9,N","-0060,5","99999,9","-0030,5","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T11:35:00,"22000,5,9,N","-0060,5","99999,9","-0030,5","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T11:55:00,"22000,5,9,N","-0060,C","99999,9","-0030,C","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T12:15:00,"22000,5,9,N","-0060,5","99999,9","-0030,5","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T12:35:00,"22000,5,9,N","-0060,5","99999,9","-0020,5","016093,5,N,5","170,5,N,0021,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T12:55:00,"22000,5,9,N","-0050,C","99999,9","-0020,C","016093,5,N,5","180,5,N,0015,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T13:15:00,"22000,5,9,N","-0050,5","99999,9","-0010,5","016093,5,N,5","160,5,N,0015,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T13:35:00,"22000,5,9,N","-0050,5","99999,9","-0010,5","016093,5,N,5","150,5,N,0015,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T13:55:00,"22000,5,9,N","-0050,C","99999,9","+0000,C","016093,5,N,5","160,5,N,0021,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T14:15:00,"22000,5,9,N","-0040,5","99999,9","+0000,5","016093,5,N,5","160,5,N,0026,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T14:35:00,"22000,5,9,N","-0040,5","99999,9","+0000,5","016093,5,N,5","150,5,N,0026,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T14:55:00,"22000,5,9,N","-0030,C","99999,9","+0010,C","016093,5,N,5","170,5,N,0036,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T15:15:00,"22000,5,9,N","-0030,5","99999,9","+0020,5","016093,5,N,5","180,5,N,0041,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T15:35:00,"22000,5,9,N","-0030,5","99999,9","+0020,5","016093,5,N,5","160,5,N,0046,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T15:55:00,"22000,5,9,N","-0020,C","99999,9","+0030,C","016093,5,N,5","170,5,N,0046,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T16:15:00,"22000,5,9,N","-0010,5","99999,9","+0050,5","016093,5,N,5","170,5,N,0041,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T16:35:00,"22000,5,9,N","+0000,5","99999,9","+0070,5","016093,5,N,5","200,5,N,0046,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T16:55:00,"22000,5,9,N","+0000,C","99999,9","+0080,C","016093,5,N,5","180,5,N,0046,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T17:15:00,"22000,5,9,N","+0000,5","99999,9","+0100,5","016093,5,N,5","200,5,N,0046,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T17:35:00,"22000,5,9,N","+0000,5","99999,9","+0110,5","016093,5,N,5","210,5,N,0026,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T17:55:00,"22000,5,9,N","+0000,C","99999,9","+0120,C","016093,5,N,5","180,5,N,0031,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T18:15:00,"22000,5,9,N","+0000,5","99999,9","+0130,5","016093,5,N,5","230,5,N,0031,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T18:35:00,"22000,5,9,N","+0010,5","99999,9","+0130,5","016093,5,N,5","210,5,N,0031,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T18:55:00,"22000,5,9,N","+0010,C","99999,9","+0150,C","016093,5,N,5","200,5,N,0015,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T19:15:00,"22000,5,9,N","+0010,5","99999,9","+0150,5","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T19:35:00,"22000,5,9,N","+0010,5","99999,9","+0160,5","016093,5,N,5","280,5,N,0015,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T19:55:00,"22000,5,9,N","+0010,C","99999,9","+0170,C","016093,5,N,5","260,5,N,0015,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T20:15:00,"22000,5,9,N","+0010,5","99999,9","+0170,6","016093,5,N,5","260,5,N,0036,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T20:35:00,"22000,5,9,N","+0010,5","99999,9","+0170,6","016093,5,N,5","270,5,N,0031,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T20:55:00,"22000,5,9,N","+0000,C","99999,9","+0170,C","016093,5,N,5","280,5,N,0031,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T21:15:00,"22000,5,9,N","+0000,5","99999,9","+0170,5","016093,5,N,5","999,9,C,0000,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T21:35:00,"22000,5,9,N","+0000,5","99999,9","+0170,5","016093,5,N,5","320,5,N,0041,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T21:55:00,"22000,5,9,N","-0010,C","99999,9","+0150,C","016093,5,N,5","330,5,N,0062,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T22:15:00,"22000,5,9,N","-0010,5","99999,9","+0130,5","016093,5,N,5","330,5,N,0046,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T22:35:00,"22000,5,9,N","-0010,5","99999,9","+0130,5","016093,5,N,5","340,5,N,0057,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T22:55:00,"22000,5,9,N","-0010,C","99999,9","+0130,C","016093,5,N,5","340,5,N,0046,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T23:15:00,"22000,5,9,N","-0010,5","99999,9","+0120,5","016093,5,N,5","340,5,N,0051,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T23:35:00,"22000,5,9,N","-0010,5","99999,9","+0110,5","016093,5,N,5","340,5,N,0046,5"
72357003948,35.25,-97.46667,360.3,2016-12-21T23:55:00,"22000,5,9,N","-0010,C","99999,9","+0100,C","016093,5,N,5","350,5,N,0062,5"
72357003948,35.25,-97.46667,360.3,2016-12-22T00:15:00,"22000,5,9,N","-0010,5","99999,9","+0100,5","016093,5,N,5","360,5,N,0051,5"
72357003948,35.25,-97.46667,360.3,2016-12-22T00:35:00,"22000,5,9,N","-0010,5","99999,9","+0100,5","016093,5,N,5","350,5,N,0067,5"
72357003948,35.25,-97.46667,360.3,2016-12-22T00:55:00,"22000,5,9,N","-0010,C","99999,9","+0080,C","016093,5,N,5","360,5,N,0057,5"
72357003948,35.25,-97.46667,360.3,2016-12-22T01:15:00,"22000,5,9,N","-0020,5","99999,9","+0080,5","016093,5,N,5","360,5,N,0067,5"
72357003948,35.25,-97.46667,360.3,2016-12-22T01:35:00,"22000,5,9,N","-0020,5","99999,9","+0080,5","016093,5,N,5","010,5,N,0062,5"
72357003948,35.25,-97.46667,360.3,2016-12-22T01:55:00,"22000,5,9,N","-0020,C","99999,9","+0070,C","016093,5,N,5","360,5,N,0051,5"
72357003948,35.25,-97.46667,360.3,2016-12-22T02:15:00,"22000,5,9,N","-0020,5","99999,9","+0060,5","016093,5,N,5","010,5,N,0046,5"
72357003948,35.25,-97.46667,360.3,2016-12-22T02:35:00,"22000,5,9,N","-0020,5","99999,9","+0060,5","016093,5,N,5","010,5,N,0051,5"
72357003948,35.25,-97.46667,360.3,2016-12-22T02:55:00,"22000,5,9,N","-0020,C","99999,9","+0050,C","016093,5,N,5","010,5,N,0051,5"
72357003948,35.25,-97.46667,360.3,2016-12-22T03:15:00,"22000,5,9,N","-0020,5","99999,9","+0050,5","016093,5,N,5","010,5,N,0041,5"
