STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,CIG,DEW,SLP,TMP,VIS,WND
72354013919,35.41667,-97.38333,393.5,2017-04-19T15:58:00,"22000,5,9,N","+0160,1","10160,1","+0230,1","016093,1,9,9","180,1,N,0098,1"
72354013919,35.41667,-97.38333,393.5,2017-04-19T16:51:00,"00853,1,9,N","+0160,1","10159,1","+0240,1","016093,1,9,9","170,1,N,0093,1"
72354013919,35.41667,-97.38333,393.5,2017-04-19T16:58:00,"00853,1,9,N","+0161,1","10156,1","+0239,1","016093,1,9,9","180,1,N,0093,1"
72354013919,35.41667,-97.38333,393.5,2017-04-19T17:58:00,"00884,1,9,N","+0157,1","10149,1","+0239,1","016093,1,9,9","180,1,N,0103,1"
72354013919,35.41667,-97.38333,393.5,2017-04-19T18:13:00,"00914,1,9,N","+0160,1","10145,1","+0240,1","016093,1,9,9","170,1,N,0088,1"
72354013919,35.41667,-97.38333,393.5,2017-04-19T18:58:00,"00975,1,9,N","+0165,1","10143,1","+0242,1","016093,1,9,9","160,1,N,0082,1"
72354013919,35.41667,-97.38333,393.5,2017-04-19T19:58:00,"22000,5,9,N","+0159,1","10139,1","+0247,1","016093,1,9,9","170,1,N,0103,1"
72354013919,35.41667,-97.38333,393.5,2017-04-19T20:58:00,"01067,1,9,N","+0159,1","10133,1","+0248,1","016093,1,9,9","170,1,N,0088,1"
72354013919,35.41667,-97.38333,393.5,2017-04-19T21:58:00,"01097,1,9,N","+0161,1","10129,1","+0243,1","016093,1,9,9","170,1,N,0088,1"
72354013919,35.41667,-97.38333,393.5,2017-04-19T22:08:00,"01158,1,9,N","+0160,1","10129,1","+0250,1","016093,1,9,9","160,1,N,0093,1"
72354013919,35.41667,-97.38333,393.5,2017-04-19T22:58:00,"01097,1,9,N","+0164,1","10126,1","+0245,1","016093,1,9,9","160,1,N,0077,1"
72354013919,35.41667,-97.38333,393.5,2017-04-19T23:58:00,"22000,1,9,N","+0163,1","10122,1","+0241,1","016093,1,9,9","170,1,N,0093,1"
72354013919,35.41667,-97.38333,393.5,2017-04-20T00:58:00,"22000,1,9,N","+0160,1","10119,1","+0226,1","016093,1,9,9","170,1,N,0072,1"
72354013919,35.41667,-97.38333,393.5,2017-04-20T01:58:00,"22000,1,9,N","+0159,1","10130,1","+0214,1","016093,1,9,9","170,1,N,0057,1"
72354013919,35.41667,-97.38333,393.5,2017-04-20T02:58:00,"22000,1,9,N","+0161,1","10133,1","+0202,1","016093,1,9,9","170,1,N,0062,1"
72354013919,35.41667,-97.38333,393.5,2017-04-20T03:58:00,"22000,1,9,N","+0162,1","10126,1","+0203,1","016093,1,9,9","170,1,N,0088,1"
72354013919,35.41667,-97.38333,393.5,2017-04-20T04:58:00,"22000,1,9,N","+0165,1","10124,1","+0206,1","016093,1,9,9","170,1,N,0077,1"
72354013919,35.41667,-97.38333,393.5,2017-04-20T05:58:00,"22000,1,9,N","+0169,1","10125,1","+0202,1","016093,1,9,9","170,1,N,0082,1"
72354013919,35.41667,-97.38333,393.5,2017-04-20T06:58:00,"22000,1,9,N","+0171,1","10121,1","+0197,1","016093,1,9,9","170,1,N,0072,1"
72354013919,35.41667,-97.38333,393.5,2017-04-20T07:58:00,"22000,1,9,N","+0174,1","10121,1","+0194,1","016093,1,9,9","170,1,N,0077,1"
72354013919,35.41667,-97.38333,393.5,2017-04-20T08:58:00,"22000,1,9,N","+0175,1","10121,1","+0195,1","016093,1,9,9","170,1,N,0088,1"
