STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,WND_direction_angle,WND_direction_quality_code,WND_type_code,WND_speed_rate,WND_speed_quality_code,CIG_ceiling_height,CIG_ceiling_quality_code,CIG_ceiling_determination_code,CIG_cavok_code,VIS_distance,VIS_distance_quality_code,VIS_variability_code,VIS_variability_quality_code,TMP_air_temperature,TMP_air_temperature_quality_code,DEW_dew_point,DEW_dew_point_quality_code,SLP_sea_level_pressure,SLP_sea_level_pressure_quality_code
72357099999,35.233,-97.45,345.0,2000-02-10T06:00:00,150,1,N,0021,1,99999,9,9,N,016000,1,N,1,+0083,1,-0011,1,10168,1
72357099999,35.233,-97.45,345.0,2000-03-14T06:00:00,180,1,N,0036,1,22000,1,9,N,016000,1,N,1,+0050,1,-0022,1,10244,1
72357099999,35.233,-97.45,345.0,2000-09-29T12:35:00,210,1,N,0021,1,22000,1,9,N,016093,1,N,1,+0120,1,+0090,1,99999,9
72357099999,35.233,-97.45,345.0,2000-09-29T13:00:00,190,1,N,0021,1,22000,1,9,N,016093,1,N,1,+0130,1,+0110,1,99999,9
72357099999,35.233,-97.45,345.0,2000-09-29T14:00:00,180,1,N,0041,1,22000,1,9,N,016093,1,N,1,+0170,1,+0120,1,99999,9
72357099999,35.233,-97.45,345.0,2000-09-29T15:00:00,190,1,N,0041,1,22000,1,9,N,016093,1,N,1,+0190,1,+0120,1,99999,9
72357099999,35.233,-97.45,345.0,2000-09-29T16:00:00,180,1,N,0062,1,22000,1,9,N,016093,1,N,1,+0230,1,+0120,1,99999,9
72357099999,35.233,-97.45,345.0,2000-09-29T17:00:00,170,1,N,0057,1,22000,1,9,N,016093,1,N,1,+0240,1,+0130,1,99999,9
72357099999,35.233,-97.45,345.0,2000-09-29T18:00:00,180,1,N,0057,1,22000,1,9,N,016093,1,N,1,+0260,1,+0120,1,99999,9
72357099999,35.233,-97.45,345.0,2000-09-29T19:00:00,180,1,N,0062,1,22000,1,9,N,016093,1,N,1,+0270,1,+0120,1,99999,9
72357099999,35.233,-97.45,345.0,2000-09-29T20:00:00,160,1,N,0046,1,22000,1,9,N,016093,1,N,1,+0280,1,+0120,1,99999,9
72357099999,35.233,-97.45,345.0,2000-09-29T21:00:00,180,1,N,0036,1,22000,1,9,N,016093,1,N,1,+0280,1,+0120,1,99999,9
72357099999,35.233,-97.45,345.0,2000-09-29T22:00:00,150,1,N,0057,1,22000,1,9,N,016093,1,N,1,+0280,1,+0110,1,99999,9
72357099999,35.233,-97.45,345.0,2000-09-29T23:00:00,170,1,N,0041,1,22000,1,9,N,016093,1,N,1,+0270,1,+0100,1,99999,9
72357099999,35.233,-97.45,345.0,2000-09-30T00:00:00,160,1,N,0031,1,22000,1,9,N,016093,1,N,1,+0240,1,+0100,1,99999,9
