STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,WND_direction_angle,WND_direction_quality_code,WND_type_code,WND_speed_rate,WND_speed_quality_code,CIG_ceiling_height,CIG_ceiling_quality_code,CIG_ceiling_determination_code,CIG_cavok_code,VIS_distance,VIS_distance_quality_code,VIS_variability_code,VIS_variability_quality_code,TMP_air_temperature,TMP_air_temperature_quality_code,DEW_dew_point,DEW_dew_point_quality_code,SLP_sea_level_pressure,SLP_sea_level_pressure_quality_code
72357003948,35.25,-97.46667,360.3,2006-01-01T00:12:00,130,1,N,0026,1,22000,1,9,N,016093,1,N,1,+0130,1,-0020,1,99999,9
72357003948,35.25,-97.46667,360.3,2006-01-01T00:32:00,140,1,N,0031,1,22000,1,9,N,016093,1,N,1,+0130,1,-0020,1,99999,9
72357003948,35.25,-97.46667,360.3,2006-01-01T00:52:00,140,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0140,C,-0020,C,99999,9
72357003948,35.25,-97.46667,360.3,2006-01-01T01:12:00,140,1,N,0031,1,22000,1,9,N,016093,1,N,1,+0140,1,-0020,1,99999,9
72357003948,35.25,-97.46667,360.3,2006-01-01T01:32:00,150,1,N,0041,1,22000,1,9,N,016093,1,N,1,+0140,1,-0020,1,99999,9
72357003948,35.25,-97.46667,360.3,2006-01-01T01:52:00,140,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0130,C,-0020,C,99999,9
72357003948,35.25,-97.46667,360.3,2006-01-01T02:12:00,140,1,N,0041,1,22000,1,9,N,016093,1,N,1,+0130,1,-0020,1,99999,9
72357003948,35.25,-97.46667,360.3,2006-01-01T02:32:00,140,1,N,0041,1,22000,1,9,N,016093,1,N,1,+0130,1,-0020,1,99999,9
72357003948,35.25,-97.46667,360.3,2006-01-01T02:52:00,150,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0130,C,-0020,C,99999,9
72357003948,35.25,-97.46667,360.3,2006-01-01T03:13:00,160,1,N,0057,1,22000,1,9,N,016093,1,N,1,+0130,1,-0010,1,99999,9
