STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,WND_direction_angle,WND_direction_quality_code,WND_type_code,WND_speed_rate,WND_speed_quality_code,CIG_ceiling_height,CIG_ceiling_quality_code,CIG_ceiling_determination_code,CIG_cavok_code,VIS_distance,VIS_distance_quality_code,VIS_variability_code,VIS_variability_quality_code,TMP_air_temperature,TMP_air_temperature_quality_code,DEW_dew_point,DEW_dew_point_quality_code,SLP_sea_level_pressure,SLP_sea_level_pressure_quality_code
72353013967,35.3889,-97.6006,391.7,2000-01-01T00:00:00,130,5,N,0026,5,22000,5,M,N,016000,5,N,1,+0106,5,+0022,5,10160,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T01:00:00,150,5,N,0026,5,22000,5,M,N,016000,5,N,1,+0094,5,+0017,5,10162,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T02:00:00,140,5,N,0036,5,22000,5,M,N,016000,5,N,1,+0067,5,+0017,5,10160,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T03:00:00,180,5,N,0021,5,22000,5,M,N,016000,5,N,1,+0050,5,+0011,5,10161,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T04:00:00,150,5,N,0031,5,22000,5,M,N,016000,5,N,1,+0044,5,+0011,5,10159,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T05:00:00,150,5,N,0036,5,22000,5,M,N,016000,5,N,1,+0050,5,+0017,5,10153,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T05:56:00,170,1,N,0026,1,22000,1,9,N,016093,1,N,1,+0030,1,+0010,1,10153,1
72353013967,35.3889,-97.6006,391.7,2000-01-01T05:59:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,99999,9
72353013967,35.3889,-97.6006,391.7,2000-01-01T05:59:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,99999,9
72353013967,35.3889,-97.6006,391.7,2000-01-01T06:00:00,170,5,N,0026,5,22000,5,M,N,016000,5,N,1,+0033,5,+0006,5,10153,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T07:00:00,140,5,N,0036,5,22000,5,M,N,016000,5,N,1,+0033,5,+0006,5,10144,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T08:00:00,150,5,N,0046,5,22000,5,M,N,016000,5,N,1,+0044,5,+0011,5,10137,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T09:00:00,150,5,N,0057,5,22000,5,M,N,016000,5,N,1,+0044,5,+0017,5,10136,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T10:00:00,160,5,N,0036,5,22000,5,M,N,016000,5,N,1,+0039,5,+0011,5,10134,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T11:00:00,150,5,N,0046,5,22000,5,M,N,016000,5,9,9,+0044,5,+0022,5,10127,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T11:56:00,150,1,N,0046,1,22000,1,9,N,016093,1,N,1,+0040,1,+0020,1,10126,1
72353013967,35.3889,-97.6006,391.7,2000-01-01T12:00:00,150,5,N,0046,5,22000,5,M,N,016000,5,N,1,+0044,5,+0022,5,10126,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T13:00:00,160,5,N,0041,5,22000,5,M,N,016000,5,N,1,+0039,5,+0022,5,10132,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T14:00:00,150,5,N,0041,5,07620,5,M,N,012800,5,N,1,+0044,5,+0022,5,10132,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T15:00:00,160,5,N,0052,5,22000,5,M,N,014400,5,N,1,+0072,5,+0039,5,10132,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T16:00:00,170,5,N,0072,5,22000,5,M,N,016000,5,N,1,+0117,5,+0044,5,10127,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T17:00:00,170,5,N,0088,5,22000,5,M,N,016000,5,N,1,+0150,5,+0033,5,10123,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T17:56:00,170,1,N,0077,1,22000,1,9,N,016093,1,N,1,+0180,1,+0020,1,10109,1
72353013967,35.3889,-97.6006,391.7,2000-01-01T18:00:00,170,5,N,0077,5,22000,5,M,N,016000,5,N,1,+0183,5,+0022,5,10109,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T19:00:00,180,5,N,0098,5,22000,5,M,N,016000,5,N,1,+0211,5,+0017,5,10087,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T20:00:00,170,5,N,0093,5,22000,5,M,N,016000,5,N,1,+0217,5,+0028,5,10069,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T21:00:00,170,5,N,0108,5,22000,5,M,N,016000,5,N,1,+0217,5,+0028,5,10056,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T22:00:00,180,5,N,0098,5,22000,5,M,N,016000,5,9,9,+0211,5,+0033,5,10058,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T23:00:00,160,5,N,0067,5,07620,5,M,N,016000,5,N,1,+0200,5,+0039,5,10054,5
72353013967,35.3889,-97.6006,391.7,2000-01-01T23:56:00,150,1,N,0062,1,22000,1,9,N,016093,1,N,1,+0160,1,+0050,1,10054,1
72353013967,35.3889,-97.6006,391.7,2000-01-02T00:00:00,150,5,N,0062,5,22000,5,M,N,016000,5,N,1,+0161,5,+0050,5,10054,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T01:00:00,160,5,N,0072,5,22000,5,M,N,016000,5,N,1,+0161,5,+0067,5,10055,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T02:00:00,150,5,N,0082,5,22000,5,M,N,016000,5,N,1,+0161,5,+0078,5,10055,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T03:00:00,150,5,N,0072,5,22000,5,M,N,016000,5,N,1,+0156,5,+0094,5,10055,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T04:00:00,160,5,N,0067,5,22000,5,M,N,016000,5,N,1,+0156,5,+0111,5,10053,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T05:00:00,190,5,N,0062,5,22000,5,M,N,016000,5,9,9,+0161,5,+0117,5,10056,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T05:56:00,190,1,N,0067,1,22000,1,9,N,016093,1,N,1,+0160,1,+0120,1,10054,1
72353013967,35.3889,-97.6006,391.7,2000-01-02T05:59:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,99999,9
72353013967,35.3889,-97.6006,391.7,2000-01-02T06:00:00,190,5,N,0067,5,22000,5,M,N,016000,5,N,1,+0156,5,+0117,5,10054,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T07:00:00,200,5,N,0062,5,22000,5,M,N,016000,5,N,1,+0144,5,+0111,5,10053,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T08:00:00,230,5,N,0052,5,22000,5,M,N,016000,5,N,1,+0139,5,+0106,5,10063,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T09:00:00,210,5,N,0052,5,22000,5,M,N,016000,5,N,1,+0128,5,+0094,5,10074,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T10:00:00,190,5,N,0036,5,07620,5,M,N,016000,5,N,1,+0122,5,+0067,5,10077,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T11:00:00,210,5,N,0062,5,22000,5,M,N,016000,5,N,1,+0117,5,+0011,5,10078,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T11:56:00,200,1,N,0046,1,22000,1,9,N,016093,1,N,1,+0090,1,+0000,1,10089,1
72353013967,35.3889,-97.6006,391.7,2000-01-02T12:00:00,200,5,N,0046,5,22000,5,M,N,016000,5,N,1,+0089,5,+0000,5,10089,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T13:00:00,210,5,N,0041,5,22000,5,M,N,016000,5,N,1,+0083,5,+0000,5,10100,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T14:00:00,240,5,N,0031,5,22000,5,M,N,016000,5,N,1,+0072,5,-0022,5,10100,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T15:00:00,250,5,N,0036,5,22000,5,M,N,016000,5,N,1,+0083,5,-0022,5,10114,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T16:00:00,240,5,N,0062,5,22000,5,M,N,016000,5,N,1,+0117,5,-0022,5,10118,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T17:00:00,260,5,N,0046,5,22000,5,M,N,016000,5,N,1,+0128,5,-0011,5,10120,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T17:56:00,280,1,N,0031,1,22000,1,9,N,016093,1,N,1,+0140,1,+0000,1,10109,1
72353013967,35.3889,-97.6006,391.7,2000-01-02T18:00:00,280,5,N,0031,5,22000,5,M,N,016000,5,N,1,+0139,5,+0000,5,10109,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T19:00:00,240,5,N,0031,5,22000,5,M,N,016000,5,N,1,+0150,5,+0000,5,10100,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T20:00:00,210,5,N,0031,5,22000,5,M,N,016000,5,9,9,+0161,5,+0000,5,10089,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T21:00:00,240,5,N,0052,5,22000,5,M,N,016000,5,N,1,+0167,5,+0000,5,10084,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T22:00:00,220,5,N,0021,5,22000,5,M,N,016000,5,N,1,+0167,5,+0000,5,10081,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T23:00:00,999,9,C,0000,5,22000,5,M,N,016000,5,N,1,+0161,5,+0000,5,10079,5
72353013967,35.3889,-97.6006,391.7,2000-01-02T23:56:00,210,1,N,0021,1,22000,1,9,N,016093,1,N,1,+0130,1,-0010,1,10083,1
72353013967,35.3889,-97.6006,391.7,2000-01-03T00:00:00,210,5,N,0021,5,22000,5,M,N,016000,5,N,1,+0133,5,-0006,5,10083,5
