STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,WND_direction_angle,WND_direction_quality_code,WND_type_code,WND_speed_rate,WND_speed_quality_code,CIG_ceiling_height,CIG_ceiling_quality_code,CIG_ceiling_determination_code,CIG_cavok_code,VIS_distance,VIS_distance_quality_code,VIS_variability_code,VIS_variability_quality_code,TMP_air_temperature,TMP_air_temperature_quality_code,DEW_dew_point,DEW_dew_point_quality_code,SLP_sea_level_pressure,SLP_sea_level_pressure_quality_code
72357003948,35.25,-97.46667,360.3,2013-05-18T23:55:00,140,5,N,0077,5,22000,5,9,N,016093,5,N,5,+0280,C,+0220,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T00:15:00,140,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0270,5,+0220,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T00:35:00,130,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0270,5,+0220,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T00:55:00,130,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0270,C,+0220,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T01:15:00,130,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0270,5,+0220,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T01:35:00,110,5,N,0021,5,22000,5,9,N,016093,5,N,5,+0260,5,+0220,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T01:55:00,290,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0260,C,+0220,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T02:15:00,360,5,N,0041,5,01372,5,M,N,016093,5,N,5,+0230,5,+0170,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T02:35:00,270,5,N,0139,5,01372,5,M,N,016093,5,N,5,+0240,5,+0170,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T02:55:00,310,5,N,0031,6,01829,5,M,N,016093,5,N,5,+0180,C,+0170,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T03:15:00,310,5,N,0021,5,01829,5,M,N,011265,5,N,5,+0180,5,+0180,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T03:35:00,040,5,V,0031,5,01067,5,M,N,004828,5,N,5,+0180,5,+0170,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T03:55:00,290,5,N,0113,5,01981,5,M,N,011265,5,N,5,+0180,C,+0170,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T04:15:00,080,5,N,0036,5,01524,5,M,N,008047,5,N,5,+0170,5,+0170,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T04:35:00,060,5,N,0046,5,02896,5,M,N,016093,5,N,5,+0170,5,+0170,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T04:55:00,090,5,N,0088,5,03353,5,M,N,016093,5,N,5,+0180,C,+0170,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T05:15:00,310,5,N,0026,5,03658,5,M,N,016093,5,N,5,+0190,5,+0170,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T05:35:00,040,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0180,5,+0170,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T05:55:00,310,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0180,C,+0160,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T05:59:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T06:15:00,120,5,V,0062,5,22000,5,9,N,016093,5,N,5,+0200,5,+0160,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T06:35:00,120,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0200,5,+0170,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T06:55:00,110,5,N,0015,5,22000,5,9,N,016093,5,N,5,+0200,C,+0170,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T07:15:00,100,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0200,5,+0170,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T07:35:00,120,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0200,5,+0170,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T07:55:00,130,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0200,C,+0170,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T08:15:00,130,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0190,5,+0180,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T08:35:00,140,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0200,5,+0180,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T08:55:00,150,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0200,C,+0190,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T09:15:00,150,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0210,5,+0190,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T09:35:00,150,5,N,0077,5,22000,5,9,N,016093,5,N,5,+0210,5,+0190,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T09:55:00,160,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0210,C,+0190,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T10:15:00,160,5,N,0077,5,22000,5,9,N,016093,5,N,5,+0210,5,+0200,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T10:35:00,160,5,N,0062,5,22000,5,9,N,016093,5,N,5,+0210,5,+0190,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T10:55:00,170,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0210,C,+0190,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T11:15:00,160,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0210,5,+0190,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T11:35:00,160,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0210,5,+0190,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T11:55:00,160,5,N,0077,5,22000,5,9,N,016093,5,N,5,+0210,C,+0190,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T12:15:00,160,5,N,0082,5,22000,5,9,N,016093,5,N,5,+0210,5,+0190,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T12:35:00,160,5,N,0077,5,22000,5,9,N,016093,5,N,5,+0210,5,+0190,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T12:55:00,170,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0220,C,+0190,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T13:15:00,170,5,N,0082,5,22000,5,9,N,016093,5,N,5,+0220,5,+0200,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T13:35:00,170,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0220,5,+0200,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T13:55:00,170,5,N,0082,5,22000,5,9,N,016093,5,N,5,+0230,C,+0200,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T14:15:00,170,5,N,0088,5,22000,5,9,N,016093,5,N,5,+0240,5,+0200,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T14:35:00,180,5,N,0088,5,22000,5,9,N,016093,5,N,5,+0240,5,+0200,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T14:55:00,170,5,N,0088,5,22000,5,9,N,016093,5,N,5,+0250,C,+0200,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T15:15:00,180,5,N,0088,5,22000,5,9,N,016093,5,N,5,+0250,5,+0200,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T15:35:00,180,5,N,0088,5,22000,5,9,N,016093,5,N,5,+0250,5,+0210,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T15:55:00,190,5,N,0088,5,22000,5,9,N,016093,5,N,5,+0260,C,+0210,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T16:15:00,180,5,N,0103,5,22000,5,9,N,016093,5,N,5,+0260,5,+0210,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T16:35:00,180,5,N,0093,5,00945,5,M,N,016093,5,N,5,+0260,5,+0210,5,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T16:55:00,170,5,N,0103,5,00884,5,M,N,016093,5,N,5,+0270,C,+0210,C,99999,9
72357003948,35.25,-97.46667,360.3,2013-05-19T17:15:00,170,5,N,0082,5,22000,5,9,N,016093,5,N,5,+0270,5,+0210,5,99999,9
