STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,WND_direction_angle,WND_direction_quality_code,WND_type_code,WND_speed_rate,WND_speed_quality_code,CIG_ceiling_height,CIG_ceiling_quality_code,CIG_ceiling_determination_code,CIG_cavok_code,VIS_distance,VIS_distance_quality_code,VIS_variability_code,VIS_variability_quality_code,TMP_air_temperature,TMP_air_temperature_quality_code,DEW_dew_point,DEW_dew_point_quality_code,SLP_sea_level_pressure,SLP_sea_level_pressure_quality_code
72354099999,35.417,-97.383,397.0,2000-01-01T00:00:00,180,1,N,0031,1,22000,1,9,N,011265,1,N,1,+0120,1,+0030,1,10160,1
72354099999,35.417,-97.383,397.0,2000-01-01T01:00:00,180,1,N,0036,1,22000,1,9,N,011265,1,N,1,+0100,1,+0030,1,10156,1
72354099999,35.417,-97.383,397.0,2000-01-01T02:00:00,170,1,N,0036,1,22000,1,9,N,011265,1,N,1,+0090,1,+0030,1,10158,1
72354099999,35.417,-97.383,397.0,2000-01-01T03:00:00,170,1,N,0046,1,22000,1,9,N,011265,1,N,1,+0050,1,+0020,1,10158,1
72354099999,35.417,-97.383,397.0,2000-01-01T04:00:00,190,1,N,0041,1,22000,1,9,N,011265,1,N,1,+0060,1,+0030,1,10157,1
72354099999,35.417,-97.383,397.0,2000-01-01T05:00:00,190,1,N,0046,1,22000,1,9,N,011265,1,N,1,+0040,1,+0020,1,10155,1
72354099999,35.417,-97.383,397.0,2000-01-01T06:00:00,200,1,N,0036,1,22000,1,9,N,011265,1,N,1,+0040,1,+0020,1,10154,1
72354099999,35.417,-97.383,397.0,2000-01-01T07:00:00,180,1,N,0051,1,22000,1,9,N,011265,1,N,1,+0050,1,+0030,1,10146,1
72354099999,35.417,-97.383,397.0,2000-01-01T08:00:00,170,1,N,0057,1,22000,1,9,N,011265,1,N,1,+0060,1,+0040,1,10140,1
72354099999,35.417,-97.383,397.0,2000-01-01T09:00:00,170,1,N,0062,1,22000,1,9,N,011265,1,N,1,+0050,1,+0030,1,10136,1
72354099999,35.417,-97.383,397.0,2000-01-01T10:00:00,180,1,N,0072,1,22000,1,9,N,011265,1,N,1,+0060,1,+0040,1,10133,1
72354099999,35.417,-97.383,397.0,2000-01-01T11:00:00,170,1,N,0072,1,22000,1,9,N,011265,1,N,1,+0060,1,+0040,1,10126,1
72354099999,35.417,-97.383,397.0,2000-01-01T12:00:00,170,1,N,0077,1,22000,1,9,N,011265,1,N,1,+0060,1,+0040,1,10125,1
72354099999,35.417,-97.383,397.0,2000-01-01T13:00:00,180,1,N,0072,1,22000,1,9,N,011265,1,N,1,+0070,1,+0040,1,10129,1
