TORNADO_BEGIN_DATE_TIME,TORNADO_END_DATE_TIME,TORNADO_BEGIN_LAT,TORNADO_BEGIN_LON,TORNADO_END_LAT,TORNADO_END_LON
2005-03-21 15:16:00,2005-03-21 15:24:00,36.88333,-98.23333,36.9,-98.23333
2005-03-21 15:18:00,2005-03-21 15:18:00,35.33333,-96.46667,35.33333,-96.46667
2005-04-25 19:50:00,2005-04-25 19:55:00,34.25,-96.56667,34.26667,-96.51667
2005-04-10 19:30:00,2005-04-10 19:44:00,35.38333,-97.23333,35.45,-97.21667
2005-04-21 18:48:00,2005-04-21 18:48:00,36.11667,-95.53333,36.11667,-95.53333
2005-04-21 19:30:00,2005-04-21 19:30:00,35.93333,-95.38333,35.93333,-95.38333
2005-04-05 18:08:00,2005-04-05 18:16:00,35.43333,-94.88333,35.5,-94.83333
2005-04-05 17:35:00,2005-04-05 17:40:00,34.95,-95.11667,34.96667,-95.1
2005-04-05 17:42:00,2005-04-05 17:50:00,35.0,-95.08333,35.0,-95.01667
2005-06-04 17:07:00,2005-06-04 17:13:00,34.61667,-97.86667,34.61667,-97.86667
2005-06-04 17:45:00,2005-06-04 17:45:00,34.9,-96.25,34.9,-96.25
2005-06-04 17:53:00,2005-06-04 17:53:00,34.21667,-97.25,34.21667,-97.25
2005-06-03 22:30:00,2005-06-03 22:30:00,36.95,-96.81667,36.95,-96.81667
2005-06-01 13:45:00,2005-06-01 13:47:00,35.91667,-95.3,35.91667,-95.3
2005-06-04 18:13:00,2005-06-04 18:14:00,36.61667,-96.96667,36.61667,-96.96667
2005-06-04 18:05:00,2005-06-04 18:05:00,34.21667,-97.25,34.21667,-97.25
2005-06-09 19:06:00,2005-06-09 19:08:00,36.95,-100.6,36.95,-100.6
2005-06-05 18:36:00,2005-06-05 18:39:00,34.7,-99.03333,34.68333,-99.03333
2005-06-05 18:25:00,2005-06-05 18:26:00,34.7,-98.98333,34.7,-98.98333
2005-10-19 16:47:00,2005-10-19 17:02:00,36.66667,-99.41667,36.66667,-99.31667
2005-09-30 20:15:00,2005-09-30 20:23:00,34.7,-98.68333,34.73333,-98.63333
2005-10-19 17:02:00,2005-10-19 17:08:00,36.68333,-99.33333,36.71667,-99.2
2006-03-30 14:18:00,2006-03-30 14:19:00,33.91667,-97.45,33.91667,-97.45
2006-03-20 16:18:00,2006-03-20 16:18:00,34.73333,-98.55,34.73333,-98.55
2006-03-20 17:53:00,2006-03-20 17:54:00,35.65,-97.8,35.65,-97.8
2006-03-11 00:12:00,2006-03-11 00:14:00,35.15,-94.68333,35.15,-94.68333
2006-03-20 18:10:00,2006-03-20 18:10:00,35.71667,-97.98333,35.71667,-97.98333
2006-03-12 21:37:00,2006-03-12 21:44:00,35.5,-94.91667,35.5,-94.91667
2006-03-12 21:09:00,2006-03-12 21:18:00,35.91667,-94.61667,35.91667,-94.61667
2006-03-12 21:18:00,2006-03-12 21:42:00,35.41667,-95.01667,35.41667,-95.01667
2006-04-24 18:23:00,2006-04-24 18:38:00,35.53333,-98.06667,35.51667,-98.01667
2006-04-24 18:30:00,2006-04-24 18:42:00,34.25,-95.98333,34.25,-95.98333
2006-04-24 19:23:00,2006-04-24 19:38:00,34.11667,-98.5,34.11667,-98.4
2006-04-28 17:02:00,2006-04-28 17:02:00,34.95,-99.5,34.95,-99.5
2006-05-10 00:40:00,2006-05-10 00:40:00,35.81667,-96.03333,35.81667,-96.03333
2006-05-09 19:01:00,2006-05-09 19:02:00,34.45,-96.01667,34.45,-96.01667
2006-05-09 17:59:00,2006-05-09 17:59:00,34.46667,-96.33333,34.46667,-96.33333
2006-05-09 19:04:00,2006-05-09 19:04:00,34.45,-96.03333,34.45,-96.03333
2006-04-06 18:05:00,2006-04-06 18:08:00,36.96667,-95.23333,36.96667,-95.15
2006-04-06 18:18:00,2006-04-06 18:18:00,35.26667,-95.38333,35.26667,-95.38333
2006-06-21 17:46:00,2006-06-21 17:56:00,36.76667,-101.06667,36.78333,-101.03333
2006-06-21 17:24:00,2006-06-21 17:31:00,36.9,-101.0,36.9,-101.0
2006-06-21 17:27:00,2006-06-21 17:35:00,36.86667,-100.91667,36.86667,-100.91667
2006-06-21 17:27:00,2006-06-21 17:35:00,36.86667,-100.91667,36.86667,-100.91667
2006-04-01 23:16:00,2006-04-01 23:16:00,36.18333,-95.9,36.2,-95.88333
2006-04-06 14:49:00,2006-04-06 14:49:00,36.48333,-96.6,36.48333,-96.6
2006-06-18 19:30:00,2006-06-18 19:32:00,36.55,-100.03333,36.55,-100.03333
2006-09-21 19:25:00,2006-09-21 19:25:00,34.28333,-95.76667,34.28333,-95.76667
2006-09-21 19:28:00,2006-09-21 19:29:00,34.28333,-95.68333,34.28333,-95.66667
2006-09-21 19:10:00,2006-09-21 19:23:00,34.25,-96.01667,34.26667,-95.75
2007-06-19 20:38:00,2007-06-19 20:45:00,36.8834,-101.0131,36.8589,-100.9866
2007-07-09 15:15:00,2007-07-09 15:17:00,35.5,-95.2467,35.5,-95.2467
2007-05-31 18:42:00,2007-05-31 18:42:00,36.8668,-101.9346,36.8668,-101.9346
2007-05-31 18:49:00,2007-05-31 18:49:00,36.8277,-101.8166,36.8277,-101.8166
2007-05-31 19:24:00,2007-05-31 19:25:00,36.7077,-101.5633,36.7077,-101.5633
2007-05-08 22:43:00,2007-05-08 22:50:00,35.4966,-97.953,35.5155,-97.97
2007-05-04 17:45:00,2007-05-04 17:45:00,36.1577,-99.6873,36.1577,-99.6873
2007-05-04 17:21:00,2007-05-04 17:45:00,36.0891,-99.8206,36.1466,-99.8196
2007-03-29 15:05:00,2007-03-29 15:25:00,35.5,-97.7145,35.6306,-97.6925
2007-03-29 15:27:00,2007-03-29 15:30:00,36.6032,-98.0155,36.6166,-98.0224
2007-03-29 15:20:00,2007-03-29 15:27:00,36.57,-98.034,36.6058,-98.0246
2007-04-23 17:14:00,2007-04-23 17:14:00,36.7231,-99.6753,36.7231,-99.6753
2007-04-24 14:27:00,2007-04-24 14:35:00,36.7032,-96.4299,36.7313,-96.4065
2007-04-23 17:51:00,2007-04-23 17:51:00,36.7609,-99.849,36.7609,-99.849
2007-05-31 17:55:00,2007-05-31 17:55:00,36.8601,-102.2293,36.8601,-102.2293
2007-05-31 18:11:00,2007-05-31 18:12:00,36.9087,-102.0351,36.9087,-102.0351
2007-05-31 19:06:00,2007-05-31 19:17:00,36.8091,-101.7536,36.7984,-101.6594
2007-03-28 19:04:00,2007-03-28 19:21:00,36.728,-100.4051,36.82,-100.3755
2007-03-23 16:11:00,2007-03-23 16:14:00,36.7193,-101.1183,36.7389,-101.1133
2007-05-05 19:16:00,2007-05-05 19:19:00,35.8878,-99.8,35.9023,-99.8
2007-06-13 17:42:00,2007-06-13 17:44:00,36.35,-98.5697,36.35,-98.5697
2007-06-13 19:06:00,2007-06-13 19:06:00,35.9189,-98.613,35.9189,-98.613
2007-06-13 17:31:00,2007-06-13 17:33:00,36.35,-98.5697,36.35,-98.5697
2007-06-13 17:34:00,2007-06-13 17:36:00,36.35,-98.5697,36.35,-98.5697
2007-05-07 01:32:00,2007-05-07 01:33:00,35.5093,-97.4776,35.5219,-97.4611
2007-05-05 19:04:00,2007-05-05 19:12:00,35.3935,-99.87,35.4296,-99.87
2007-05-05 19:32:00,2007-05-05 19:51:00,35.5047,-99.8388,35.62,-99.8212
2007-05-05 19:56:00,2007-05-05 20:07:00,36.1147,-99.751,36.1504,-99.7447
2007-05-05 19:39:00,2007-05-05 19:39:00,35.9964,-99.7016,35.9964,-99.7016
2007-05-05 20:05:00,2007-05-05 20:28:00,35.7187,-99.7956,35.8056,-99.7515
2007-05-05 20:34:00,2007-05-05 20:36:00,35.8401,-99.6893,35.8508,-99.6838
2007-05-05 19:12:00,2007-05-05 19:26:00,35.42,-99.92,35.4923,-99.92
2007-05-07 02:15:00,2007-05-07 02:15:00,35.3689,-97.0828,35.3689,-97.0828
2007-05-05 19:19:00,2007-05-05 19:33:00,35.8987,-99.77,35.9421,-99.77
2007-05-05 20:36:00,2007-05-05 20:58:00,35.8895,-99.7737,35.9429,-99.7463
2007-05-05 21:50:00,2007-05-05 21:51:00,36.1202,-99.4811,36.17,-99.4509
2007-05-05 18:40:00,2007-05-05 18:42:00,35.6887,-99.8049,35.6887,-99.8049
2007-05-06 20:38:00,2007-05-06 20:38:00,35.35,-96.6446,35.35,-96.6446
2007-05-05 19:03:00,2007-05-05 19:03:00,35.8402,-99.7874,35.8402,-99.7874
2007-05-08 23:08:00,2007-05-08 23:08:00,35.6223,-97.8322,35.6223,-97.8322
2007-05-05 21:51:00,2007-05-05 21:55:00,36.15,-99.3895,36.1638,-99.3414
2007-05-05 21:55:00,2007-05-05 22:30:00,36.1716,-99.33,36.3132,-99.2306
2007-05-08 22:26:00,2007-05-08 22:30:00,35.38,-97.9726,35.4188,-97.9777
2007-05-08 19:15:00,2007-05-08 19:15:00,34.83,-98.4028,34.83,-98.4028
2007-05-08 21:54:00,2007-05-08 21:58:00,35.2924,-97.9638,35.32,-97.9761
2007-05-06 20:23:00,2007-05-06 20:23:00,35.2411,-96.6473,35.2411,-96.6473
2007-05-08 23:21:00,2007-05-08 23:21:00,35.6901,-97.7704,35.6901,-97.7704
2007-03-28 18:28:00,2007-03-28 18:54:00,36.5178,-100.3927,36.62,-100.3939
2007-08-19 01:00:00,2007-08-19 01:05:00,35.3394,-98.1022,35.3754,-98.1069
2007-08-18 16:10:00,2007-08-18 16:20:00,35.1664,-98.9123,35.2199,-98.9394
2007-08-18 15:46:00,2007-08-18 15:57:00,34.9896,-99.0103,35.0813,-99.0251
2007-08-18 19:44:00,2007-08-18 19:48:00,34.9536,-98.0134,34.98,-98.039
2007-08-19 01:05:00,2007-08-19 01:06:00,35.38,-98.0896,35.38,-98.0896
2007-08-19 01:32:00,2007-08-19 01:38:00,35.3145,-97.9136,35.3851,-97.93
2007-08-19 01:38:00,2007-08-19 01:41:00,35.3666,-97.9232,35.3945,-97.93
2007-05-31 18:58:00,2007-05-31 19:00:00,36.8129,-101.6459,36.818,-101.6522
2007-03-29 14:05:00,2007-03-29 14:10:00,36.1016,-98.3572,36.12,-98.3353
2007-10-17 16:14:00,2007-10-17 16:14:00,34.0507,-95.233,34.0507,-95.233
2008-03-27 17:32:00,2008-03-27 17:32:00,35.55,-95.65,35.55,-95.65
2008-03-27 17:32:00,2008-03-27 17:34:00,35.5519,-95.6484,35.546,-95.6341
2008-03-31 18:31:00,2008-03-31 18:41:00,34.1561,-95.047,34.1806,-94.9661
2008-01-07 20:08:00,2008-01-07 20:08:00,36.0791,-94.6207,36.0791,-94.6207
2008-01-07 23:38:00,2008-01-07 23:38:00,35.8905,-95.4947,35.8905,-95.4947
2008-01-07 23:54:00,2008-01-07 23:58:00,35.9063,-95.3105,35.9339,-95.2764
2008-04-09 18:10:00,2008-04-09 18:10:00,34.0445,-95.7,34.0445,-95.7
2008-04-09 20:03:00,2008-04-09 20:03:00,35.1398,-94.9825,35.1398,-94.9825
2008-04-09 21:07:00,2008-04-09 21:07:00,35.28,-94.4823,35.28,-94.4823
2008-04-10 04:15:00,2008-04-10 04:17:00,35.7535,-94.8075,35.7813,-94.77
2008-04-10 04:26:00,2008-04-10 04:28:00,35.7895,-94.5393,35.8287,-94.5049
2008-04-09 19:26:00,2008-04-09 19:29:00,34.3817,-95.0368,34.3851,-95.0196
2008-04-09 19:42:00,2008-04-09 19:44:00,34.2127,-94.813,34.2197,-94.7984
2008-06-05 22:35:00,2008-06-05 22:41:00,35.7889,-96.1425,35.8129,-96.1123
2008-06-06 14:47:00,2008-06-06 14:47:00,35.8721,-95.15,35.8721,-95.15
2008-11-05 20:12:00,2008-11-05 20:12:00,36.2744,-96.3883,36.2744,-96.3883
2008-05-10 18:05:00,2008-05-10 18:06:00,34.443,-94.707,34.441,-94.701
2008-06-15 17:37:00,2008-06-15 17:58:00,36.63,-100.66,36.5866,-100.68
2008-05-31 18:07:00,2008-05-31 18:07:00,36.6845,-96.33,36.6845,-96.33
2008-05-07 18:28:00,2008-05-07 18:29:00,36.0592,-95.8125,36.0619,-95.8097
2008-05-24 14:45:00,2008-05-24 14:48:00,36.1734,-97.7825,36.1734,-97.7825
2008-05-24 15:10:00,2008-05-24 15:15:00,36.176,-97.7363,36.1776,-97.718
2008-05-24 17:06:00,2008-05-24 17:09:00,36.165,-97.4,36.173,-97.395
2008-05-24 15:21:00,2008-05-24 16:18:00,36.219,-97.667,36.178,-97.497
2008-05-24 16:17:00,2008-05-24 16:22:00,36.188,-97.494,36.174,-97.494
2008-05-24 13:45:00,2008-05-24 13:56:00,36.137,-98.037,36.152,-97.982
2008-05-24 17:03:00,2008-05-24 17:06:00,36.158,-97.405,36.165,-97.4
2008-05-24 14:07:00,2008-05-24 14:16:00,36.174,-97.961,36.188,-97.933
2008-05-24 16:53:00,2008-05-24 16:58:00,36.19,-97.4667,36.1729,-97.4774
2008-05-24 13:27:00,2008-05-24 13:39:00,36.123,-98.103,36.124,-98.067
2008-12-08 23:36:00,2008-12-08 23:37:00,36.0968,-95.745,36.1044,-95.7397
2008-04-23 16:25:00,2008-04-23 16:26:00,36.6519,-96.068,36.6519,-96.068
2008-04-10 03:56:00,2008-04-10 03:57:00,35.5802,-94.9292,35.5936,-94.9224
2008-03-31 04:46:00,2008-03-31 04:54:00,36.4467,-96.4138,36.4532,-96.3003
2008-03-31 06:25:00,2008-03-31 06:25:00,36.5245,-95.9366,36.5245,-95.9366
2008-03-31 12:44:00,2008-03-31 12:48:00,36.8,-94.6686,36.8183,-94.6184
2008-03-31 18:10:00,2008-03-31 18:10:00,34.0916,-95.4565,34.0916,-95.4565
2008-03-13 21:36:00,2008-03-13 21:36:00,34.2614,-95.3457,34.2614,-95.3457
2008-03-31 00:23:00,2008-03-31 00:23:00,35.65,-97.6403,35.65,-97.6403
2008-03-31 00:39:00,2008-03-31 00:45:00,35.65,-97.5512,35.6834,-97.497
2008-01-07 22:28:00,2008-01-07 22:30:00,36.0505,-94.9753,36.0647,-94.95
2008-03-30 21:22:00,2008-03-30 21:22:00,35.33,-98.201,35.33,-98.201
2008-03-30 20:44:00,2008-03-30 20:46:00,35.23,-98.4313,35.23,-98.4313
2008-03-02 16:46:00,2008-03-02 16:49:00,35.9879,-98.59,35.9879,-98.59
2008-03-31 08:20:00,2008-03-31 08:20:00,36.3702,-97.2488,36.3702,-97.2488
2008-05-01 19:37:00,2008-05-01 20:12:00,36.4497,-96.638,36.6257,-96.4633
2008-05-01 20:06:00,2008-05-01 20:17:00,36.5779,-96.4448,36.67,-96.4292
2008-05-02 00:45:00,2008-05-02 00:51:00,35.8155,-96.38,35.8674,-96.2687
2008-05-02 02:03:00,2008-05-02 02:03:00,36.3,-95.4098,36.3,-95.4098
2008-05-02 02:03:00,2008-05-02 02:04:00,36.3106,-95.4428,36.315,-95.4356
2008-05-01 19:25:00,2008-05-01 19:35:00,36.4012,-96.734,36.4395,-96.7139
2008-05-02 02:04:00,2008-05-02 02:15:00,36.315,-95.4356,36.3897,-95.3149
2008-05-10 16:42:00,2008-05-10 16:55:00,34.7686,-95.6048,34.7591,-95.5143
2008-05-07 16:22:00,2008-05-07 16:26:00,35.6369,-97.5841,35.6101,-97.5296
2008-05-10 17:30:00,2008-05-10 17:32:00,34.4225,-95.4288,34.4066,-95.4109
2008-05-10 16:48:00,2008-05-10 16:50:00,36.95,-94.6985,36.9504,-94.67
2008-05-24 17:02:00,2008-05-24 17:07:00,36.15,-97.4338,36.1279,-97.4462
2008-05-10 16:03:00,2008-05-10 16:21:00,34.9022,-96.0152,34.93,-95.8477
2008-05-10 17:05:00,2008-05-10 17:10:00,34.5707,-95.7027,34.5649,-95.6669
2008-05-10 16:21:00,2008-05-10 16:21:00,35.0766,-95.67,35.0766,-95.67
2008-05-10 16:34:00,2008-05-10 16:44:00,35.0326,-95.4574,34.9814,-95.3949
2008-05-10 17:10:00,2008-05-10 17:14:00,34.5661,-95.6719,34.5685,-95.6392
2008-05-23 19:03:00,2008-05-23 19:15:00,36.6663,-99.5591,36.7331,-99.5246
2008-05-10 16:19:00,2008-05-10 16:19:00,35.4607,-95.4823,35.4607,-95.4823
2008-05-10 16:25:00,2008-05-10 16:27:00,34.9147,-95.7887,34.9198,-95.7825
2008-05-23 19:58:00,2008-05-23 20:04:00,36.9503,-99.6923,36.9964,-99.63
2008-05-10 16:25:00,2008-05-10 16:25:00,36.3409,-95.2692,36.3409,-95.2692
2008-05-10 16:25:00,2008-05-10 16:54:00,36.9924,-95.0345,36.9278,-94.6186
2008-05-07 16:02:00,2008-05-07 16:09:00,35.5183,-97.6646,35.5255,-97.6036
2008-05-10 16:20:00,2008-05-10 16:25:00,36.9982,-95.1415,36.9924,-95.0345
2008-05-10 17:35:00,2008-05-10 17:35:00,34.6188,-95.0378,34.6188,-95.0378
2008-05-07 15:56:00,2008-05-07 15:57:00,34.8023,-97.1786,34.8023,-97.1786
2008-05-07 15:57:00,2008-05-07 16:02:00,35.5,-97.7222,35.5,-97.66
2008-05-01 18:29:00,2008-05-01 18:29:00,35.5002,-97.2826,35.5002,-97.2826
2008-05-01 19:18:00,2008-05-01 19:18:00,36.3402,-96.7873,36.3402,-96.7873
2008-05-07 16:21:00,2008-05-07 16:25:00,35.1449,-97.4737,35.15,-97.4446
2008-05-07 16:25:00,2008-05-07 16:31:00,35.1539,-97.4309,35.1617,-97.39
2008-05-10 16:55:00,2008-05-10 17:15:00,34.7591,-95.5143,34.7,-95.2971
2008-06-18 20:00:00,2008-06-18 20:15:00,36.6814,-100.8965,36.5187,-100.82
2008-06-19 17:30:00,2008-06-19 17:31:00,36.6279,-102.78,36.6269,-102.7754
2008-09-11 19:35:00,2008-09-11 19:36:00,35.5501,-98.9496,35.5501,-98.9496
2008-09-12 02:05:00,2008-09-12 02:05:00,36.68,-97.292,36.68,-97.292
2008-05-07 17:40:00,2008-05-07 17:45:00,35.6507,-96.1228,35.6878,-96.0665
2008-05-23 19:59:00,2008-05-23 20:08:00,36.9475,-99.12,36.9905,-99.0265
2008-05-01 18:42:00,2008-05-01 18:42:00,36.2411,-96.8968,36.2411,-96.8968
2009-08-26 17:10:00,2009-08-26 17:21:00,35.7898,-98.159,35.7898,-98.159
2009-04-09 17:03:00,2009-04-09 17:08:00,36.6312,-95.0933,36.6744,-95.0767
2009-04-09 17:42:00,2009-04-09 17:54:00,34.5011,-95.119,34.5429,-94.9937
2009-04-09 17:55:00,2009-04-09 18:03:00,34.9879,-94.8267,35.0458,-94.7162
2009-04-09 18:26:00,2009-04-09 18:34:00,34.6192,-94.5619,34.6471,-94.4573
2009-03-24 00:29:00,2009-03-24 00:38:00,36.2649,-96.8,36.3156,-96.7569
2009-10-29 10:17:00,2009-10-29 10:17:00,35.3245,-96.1464,35.3245,-96.1464
2009-10-29 13:14:00,2009-10-29 13:14:00,34.5109,-95.5003,34.5109,-95.5003
2009-04-26 15:36:00,2009-04-26 15:50:00,35.8821,-99.7449,35.9547,-99.6237
2009-04-09 19:01:00,2009-04-09 19:03:00,34.01,-94.48,34.0102,-94.4754
2009-02-10 15:03:00,2009-02-10 15:05:00,35.7254,-97.4823,35.7308,-97.4734
2009-02-10 14:53:00,2009-02-10 15:03:00,35.6631,-97.5309,35.7254,-97.4823
2009-02-10 15:24:00,2009-02-10 15:26:00,35.861,-97.2846,35.8709,-97.2771
2009-02-10 14:36:00,2009-02-10 14:37:00,35.5553,-97.6397,35.5602,-97.6296
2009-02-10 16:35:00,2009-02-10 16:37:00,36.2899,-96.8206,36.3228,-96.8
2009-02-10 18:48:00,2009-02-10 18:53:00,33.952,-97.589,33.962,-97.561
2009-02-10 15:39:00,2009-02-10 15:59:00,35.953,-97.183,36.07,-97.105
2009-02-10 18:53:00,2009-02-10 19:09:00,33.962,-97.561,34.071,-97.397
2009-04-29 09:11:00,2009-04-29 09:18:00,34.7935,-97.0309,34.855,-96.9743
2009-04-18 19:05:00,2009-04-18 19:05:00,35.9354,-97.3101,35.9354,-97.3101
2009-04-26 16:28:00,2009-04-26 16:28:00,36.1932,-99.34,36.1932,-99.34
2009-04-26 15:34:00,2009-04-26 15:36:00,35.8716,-99.7751,35.8821,-99.7449
2009-04-29 10:40:00,2009-04-29 10:42:00,35.1716,-96.2995,35.1923,-96.302
2009-04-25 23:50:00,2009-04-26 00:08:00,36.5188,-98.0202,36.5889,-97.9759
2009-04-09 17:18:00,2009-04-09 17:24:00,34.8278,-95.3096,34.857,-95.2433
2009-04-25 21:42:00,2009-04-25 21:46:00,36.5161,-97.7879,36.5337,-97.7854
2009-04-26 00:39:00,2009-04-26 00:50:00,36.5479,-97.8666,36.5534,-97.8442
2009-04-29 09:18:00,2009-04-29 09:20:00,34.8551,-96.9736,34.8714,-96.9612
2009-04-26 15:25:00,2009-04-26 15:31:00,35.7986,-99.8369,35.8307,-99.7892
2009-04-25 21:10:00,2009-04-25 21:15:00,36.4319,-97.8801,36.4511,-97.8686
2009-05-13 20:26:00,2009-05-13 20:40:00,35.1638,-98.2432,35.0599,-98.22
2009-05-13 21:41:00,2009-05-13 21:47:00,35.368,-97.378,35.361,-97.377
2009-05-13 17:54:00,2009-05-13 18:05:00,36.6797,-97.45,36.6797,-97.45
2009-05-13 18:20:00,2009-05-13 18:31:00,36.514,-97.454,36.5,-97.373
2009-06-10 17:00:00,2009-06-10 17:00:00,35.249,-95.38,35.249,-95.38
2009-06-10 17:11:00,2009-06-10 17:11:00,35.12,-95.23,35.12,-95.23
2009-06-12 21:23:00,2009-06-12 21:39:00,35.213,-97.4,35.206,-97.366
2009-02-10 19:09:00,2009-02-10 19:43:00,34.071,-97.397,34.26,-97.113
2009-04-29 10:27:00,2009-04-29 10:31:00,35.172,-96.5344,35.1977,-96.5523
2010-05-31 18:58:00,2010-05-31 19:00:00,36.9326,-102.3907,36.9412,-102.361
2010-06-13 14:52:00,2010-06-13 14:58:00,36.53,-100.55,36.556,-100.4638
2010-06-13 15:17:00,2010-06-13 15:22:00,36.62,-100.3216,36.6316,-100.2681
2010-06-13 15:22:00,2010-06-13 15:27:00,36.62,-100.3003,36.6288,-100.2564
2010-03-08 17:20:00,2010-03-08 17:47:00,35.5635,-99.4618,35.6288,-99.377
2010-12-31 06:05:00,2010-12-31 06:08:00,35.9977,-94.5655,36.0176,-94.5374
2010-04-22 16:51:00,2010-04-22 16:52:00,36.5,-100.82,36.501,-100.8161
2010-03-08 17:47:00,2010-03-08 18:00:00,35.6288,-99.377,35.6579,-99.3379
2010-03-08 18:16:00,2010-03-08 18:18:00,35.7413,-99.19,35.7413,-99.19
2010-05-23 20:35:00,2010-05-23 20:47:00,36.5576,-103.0024,36.5767,-102.8969
2010-05-23 19:30:00,2010-05-23 19:35:00,36.5301,-102.8998,36.5422,-102.866
2010-05-18 18:44:00,2010-05-18 18:46:00,36.8335,-101.6716,36.8354,-101.6619
2010-05-10 16:12:00,2010-05-10 16:25:00,36.589,-96.904,36.6551,-96.72
2010-05-10 16:33:00,2010-05-10 16:33:00,36.7,-96.6117,36.7,-96.6117
2010-05-10 16:41:00,2010-05-10 16:42:00,36.7419,-96.5674,36.7554,-96.5532
2010-05-10 16:45:00,2010-05-10 16:46:00,36.6854,-96.3491,36.7062,-96.33
2010-05-10 17:35:00,2010-05-10 17:47:00,35.342,-96.441,35.3975,-96.3807
2010-05-13 03:45:00,2010-05-13 03:47:00,35.9403,-96.0619,35.952,-96.0295
2010-05-13 03:47:00,2010-05-13 03:59:00,35.952,-96.0295,36.0241,-95.8316
2010-05-13 03:52:00,2010-05-13 03:58:00,35.5942,-95.9394,35.6258,-95.841
2010-05-13 04:04:00,2010-05-13 04:08:00,35.9991,-95.7132,36.022,-95.6255
2010-05-13 04:09:00,2010-05-13 04:12:00,36.1647,-95.6895,36.1761,-95.6379
2010-05-19 18:09:00,2010-05-19 18:09:00,35.7889,-96.467,35.7889,-96.467
2010-05-19 18:37:00,2010-05-19 18:53:00,35.8545,-96.3242,35.9012,-96.2552
2010-05-19 19:46:00,2010-05-19 19:56:00,35.5775,-96.5336,35.6014,-96.3942
2010-05-19 19:12:00,2010-05-19 19:17:00,35.5205,-96.7803,35.5127,-96.7573
2010-05-19 19:40:00,2010-05-19 19:53:00,34.59,-97.1734,34.6258,-96.97
2010-05-19 00:22:00,2010-05-19 00:22:00,35.896,-99.757,35.896,-99.757
2010-05-19 02:15:00,2010-05-19 02:15:00,36.435,-99.621,36.435,-99.621
2010-05-10 17:25:00,2010-05-10 17:26:00,34.188,-97.205,34.194,-97.198
2010-05-10 16:20:00,2010-05-10 16:22:00,34.665,-97.781,34.681,-97.743
2010-05-19 20:05:00,2010-05-19 20:17:00,35.3603,-96.333,35.4192,-96.1709
2010-05-10 18:16:00,2010-05-10 18:17:00,35.4028,-95.8673,35.424,-95.8459
2010-05-10 18:17:00,2010-05-10 18:35:00,35.4898,-96.4835,35.5715,-96.2296
2010-05-10 18:23:00,2010-05-10 18:41:00,35.441,-95.814,35.5279,-95.6248
2010-05-10 18:28:00,2010-05-10 18:30:00,35.4239,-95.7757,35.4354,-95.7349
2010-05-13 05:07:00,2010-05-13 05:13:00,36.6701,-94.7875,36.6949,-94.6873
2010-05-10 18:31:00,2010-05-10 18:32:00,35.4362,-95.7177,35.4417,-95.7077
2010-05-10 18:32:00,2010-05-10 18:32:00,35.4519,-95.7008,35.4519,-95.7008
2010-05-10 19:11:00,2010-05-10 19:20:00,35.5864,-95.1276,35.6163,-94.9739
2010-05-10 19:27:00,2010-05-10 19:31:00,35.5535,-94.8769,35.5758,-94.8115
2010-05-10 18:56:00,2010-05-10 18:58:00,35.5293,-95.3438,35.5357,-95.3145
2010-05-10 18:33:00,2010-05-10 18:40:00,35.4634,-95.6807,35.493,-95.5733
2010-05-10 18:35:00,2010-05-10 18:36:00,35.497,-95.7354,35.5089,-95.7175
2010-05-10 18:46:00,2010-05-10 18:56:00,35.5026,-95.4784,35.5448,-95.3733
2010-05-19 14:24:00,2010-05-19 14:30:00,35.9235,-99.3774,35.9558,-99.313
2010-05-19 15:41:00,2010-05-19 15:48:00,36.1202,-97.9127,36.1202,-97.9127
2010-05-19 16:08:00,2010-05-19 16:08:00,36.11,-97.7209,36.11,-97.7209
2010-05-19 16:24:00,2010-05-19 16:27:00,36.1065,-97.5926,36.1191,-97.5693
2010-05-19 17:04:00,2010-05-19 17:05:00,36.1295,-97.3547,36.1295,-97.3547
2010-05-19 19:31:00,2010-05-19 19:40:00,34.5778,-97.2676,34.59,-97.1734
2010-05-19 16:33:00,2010-05-19 17:00:00,35.97,-98.1379,35.9269,-97.8958
2010-05-13 04:05:00,2010-05-13 04:12:00,36.2224,-95.7481,36.2552,-95.6443
2010-05-10 16:39:00,2010-05-10 16:50:00,35.118,-97.274,35.248,-97.142
2010-05-10 16:50:00,2010-05-10 16:59:00,35.248,-97.142,35.271,-97.052
2010-05-10 16:56:00,2010-05-10 17:11:00,35.246,-96.984,35.283,-96.777
2010-05-19 17:03:00,2010-05-19 17:36:00,36.12,-97.3288,36.1477,-97.1428
2010-05-10 17:54:00,2010-05-10 17:56:00,33.956,-97.037,33.946,-97.004
2010-05-10 18:08:00,2010-05-10 18:09:00,33.951,-96.888,33.949,-96.876
2010-05-10 18:15:00,2010-05-10 18:16:00,33.919,-96.871,33.92,-96.86
2010-05-10 16:48:00,2010-05-10 17:02:00,35.34,-97.108,35.365,-96.997
2010-05-10 17:52:00,2010-05-10 17:54:00,35.02,-97.213,35.022,-97.179
2010-05-10 19:05:00,2010-05-10 19:09:00,34.362,-96.879,34.356,-96.818
2010-05-13 03:19:00,2010-05-13 03:36:00,35.7347,-96.5499,35.8257,-96.211
2010-05-10 17:11:00,2010-05-10 17:35:00,35.283,-96.777,35.342,-96.441
